age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,existing_debt,num_credit_lines,loan_purpose,home_ownership,debt_to_income,default
23,36016.08,3.1,745,13731.67,36,1785.78,10,education,RENT,0.431,0
46,57130.22,1.1,580,15631.12,24,6968.15,2,small_business,MORTGAGE,0.396,0
42,65561.31,3.5,700,12660.14,48,11783.27,4,debt_consolidation,MORTGAGE,0.373,0
28,68939.45,8.5,817,26295.95,60,10832.84,5,medical,RENT,0.539,0
22,35894.3,2.0,672,10569.13,60,9457.66,5,small_business,MORTGAGE,0.558,0
35,72663.84,9.4,589,12752.75,48,8710.76,7,auto,MORTGAGE,0.295,0
34,71437.63,19.4,821,13061.86,24,538.91,7,debt_consolidation,OWN,0.19,0
39,39724.12,0.0,835,22783.64,24,8138.5,5,auto,RENT,0.778,0
21,67930.1,9.1,705,16103.05,36,4609.79,6,medical,MORTGAGE,0.305,0
33,59346.74,1.9,670,4249.16,24,0.0,1,debt_consolidation,MORTGAGE,0.072,0
56,39630.69,1.0,713,16781.69,48,8571.76,5,home_improvement,OWN,0.64,0
53,56111.79,2.5,709,8996.63,36,0.0,1,home_improvement,MORTGAGE,0.16,0
28,54881.26,1.5,761,22772.14,24,16725.86,7,home_improvement,OWN,0.72,0
57,53165.55,3.2,650,8441.44,48,507.87,3,education,RENT,0.168,0
32,77788.16,4.8,576,25704.76,36,7478.14,6,home_improvement,MORTGAGE,0.427,0
21,44564.4,2.6,522,6182.32,60,9953.63,5,debt_consolidation,RENT,0.362,1
22,67307.88,1.9,662,8905.97,60,11935.3,3,home_improvement,MORTGAGE,0.31,0
56,27443.04,14.1,661,13316.7,12,12585.98,4,medical,RENT,0.944,0
60,92510.31,0.1,722,10342.62,24,16991.55,9,home_improvement,MORTGAGE,0.295,0
60,62776.62,0.1,645,9888.74,48,7227.35,3,home_improvement,MORTGAGE,0.273,0
44,23416.39,2.1,647,1000.0,36,8109.68,4,small_business,MORTGAGE,0.389,0
27,62898.44,4.7,642,6982.76,36,13069.57,5,home_improvement,RENT,0.319,0
50,73623.4,2.2,754,16156.06,36,8094.77,4,debt_consolidation,MORTGAGE,0.329,0
42,79483.92,0.3,826,16696.38,24,2447.27,5,debt_consolidation,RENT,0.241,0
24,88319.39,4.3,758,18713.99,60,2650.07,4,auto,MORTGAGE,0.242,0
56,42262.81,4.1,641,30402.62,36,11643.22,5,debt_consolidation,OWN,0.995,0
47,72581.93,5.4,612,4302.62,36,4117.85,7,medical,MORTGAGE,0.116,0
31,79383.43,7.0,612,19870.74,12,10426.85,9,home_improvement,RENT,0.382,0
41,84626.73,1.7,617,2670.13,12,3301.8,4,debt_consolidation,OWN,0.071,0
33,62305.44,7.1,802,30784.43,36,8340.12,3,education,RENT,0.628,0
57,40723.89,10.8,656,16042.49,48,23610.62,2,medical,RENT,0.974,0
33,12405.46,5.6,739,13548.88,60,13024.74,6,education,MORTGAGE,2.142,0
41,76359.82,22.3,689,10613.78,24,134.17,2,auto,RENT,0.141,0
47,74549.18,4.4,653,11264.6,24,12568.94,2,debt_consolidation,OWN,0.32,0
55,63301.72,6.2,608,11968.2,36,7591.06,3,auto,RENT,0.309,1
59,35526.4,0.8,563,5424.06,48,17692.95,4,education,RENT,0.651,1
51,60360.02,13.3,618,19727.77,36,4196.2,2,home_improvement,MORTGAGE,0.396,0
24,76151.28,1.3,708,15202.62,24,4386.28,4,debt_consolidation,MORTGAGE,0.257,0
48,30548.91,5.8,701,14604.67,12,6163.73,4,home_improvement,MORTGAGE,0.68,0
25,,12.4,740,4801.48,24,6512.8,1,home_improvement,OWN,0.943,0
60,65866.94,1.4,699,1391.94,12,9587.25,2,small_business,MORTGAGE,0.167,0
45,32195.33,2.4,666,23918.62,60,9995.25,3,auto,MORTGAGE,1.053,0
39,94444.3,1.1,617,13307.07,48,14973.15,5,home_improvement,MORTGAGE,0.299,0
58,69308.4,13.6,694,14798.68,60,6385.4,5,education,MORTGAGE,0.306,0
61,77300.87,0.4,553,14840.28,36,10545.5,6,home_improvement,OWN,0.328,1
22,55313.37,7.5,593,4770.23,48,8359.14,4,debt_consolidation,RENT,0.237,1
50,48452.56,20.5,719,19605.58,24,26405.01,6,medical,MORTGAGE,0.95,0
26,69901.91,3.9,653,2336.56,36,4329.36,5,debt_consolidation,RENT,0.095,0
36,76807.69,6.4,616,12633.84,24,6669.49,2,home_improvement,RENT,0.251,0
57,21196.48,1.1,746,12348.8,36,4318.21,5,medical,RENT,0.786,0
63,31475.69,1.4,654,19914.66,48,6773.14,5,small_business,OWN,0.848,0
44,46942.91,,675,1000.0,48,15962.48,8,debt_consolidation,MORTGAGE,0.361,0
46,71293.0,1.9,799,12120.21,24,754.0,3,small_business,RENT,0.181,0
59,57326.49,2.1,706,14668.0,24,14632.47,2,education,MORTGAGE,0.511,0
37,39044.08,0.9,598,6408.64,60,1174.13,4,home_improvement,RENT,0.194,1
24,55670.53,10.4,503,28131.2,36,5867.05,2,medical,OWN,0.611,1
46,89501.27,6.2,737,7787.48,48,2305.76,6,home_improvement,RENT,0.113,0
46,36509.64,4.9,628,12044.03,36,20406.01,5,auto,RENT,0.889,0
59,61555.61,4.9,681,4912.38,24,3148.04,4,auto,MORTGAGE,0.131,0
45,53497.89,0.0,733,19272.4,36,0.0,3,debt_consolidation,MORTGAGE,0.36,0
45,60762.91,1.7,546,22301.97,24,11085.68,6,medical,RENT,0.549,0
64,64791.9,1.3,693,3075.76,12,11547.29,2,medical,RENT,0.226,0
33,49127.88,1.6,702,6604.23,36,9612.01,8,auto,RENT,0.33,0
23,48396.91,1.0,515,10005.01,48,2032.64,2,home_improvement,OWN,0.249,1
40,58580.38,4.6,497,22250.86,48,26620.31,7,auto,RENT,0.834,1
28,83845.5,8.4,573,14727.73,48,5197.16,3,auto,RENT,0.238,0
55,44036.03,8.4,588,18930.59,48,2772.53,3,home_improvement,RENT,0.493,0
28,16635.34,1.1,638,1000.0,36,0.0,2,small_business,MORTGAGE,0.06,0
33,33487.58,1.7,621,1000.0,24,0.0,3,small_business,RENT,0.03,1
35,12801.81,1.0,722,18934.02,48,6854.09,4,small_business,MORTGAGE,2.014,0
47,59311.45,5.2,635,3070.51,36,10472.98,1,debt_consolidation,OWN,0.228,0
46,56645.08,10.2,707,22269.53,48,0.0,2,medical,MORTGAGE,0.393,0
64,43797.7,1.2,672,22856.4,36,12240.62,4,small_business,RENT,0.801,0
34,95030.61,5.6,642,15095.73,24,14387.95,0,home_improvement,RENT,0.31,0
62,63447.37,11.0,766,31303.47,48,1928.44,2,home_improvement,RENT,0.524,0
58,12000.0,8.6,708,7102.94,36,12804.56,4,auto,MORTGAGE,1.659,0
46,78009.73,,538,2718.16,12,6964.69,6,debt_consolidation,MORTGAGE,0.124,0
48,86032.5,2.5,688,24070.71,24,6787.39,3,small_business,OWN,0.359,0
58,72144.03,4.3,638,23419.12,36,11584.58,3,medical,RENT,0.485,0
24,50891.02,1.1,706,7726.3,60,0.0,6,debt_consolidation,MORTGAGE,0.152,0
48,50654.23,4.0,769,1000.0,48,10873.08,3,small_business,MORTGAGE,0.234,0
22,60910.55,2.3,637,3987.9,48,8959.08,3,home_improvement,MORTGAGE,0.213,0
52,33759.04,,583,25896.31,12,20574.14,3,home_improvement,RENT,1.377,0
47,49371.49,9.8,710,3134.24,60,3603.76,7,medical,RENT,0.136,0
48,42294.34,3.1,798,5008.3,36,5391.04,2,home_improvement,RENT,0.246,0
57,69439.94,6.6,663,15767.56,12,6632.76,4,home_improvement,RENT,0.323,0
47,24042.83,1.8,683,13914.12,24,13664.25,5,medical,RENT,1.147,0
59,30571.21,8.9,552,1000.0,48,7533.24,3,debt_consolidation,RENT,0.279,0
61,51449.98,2.0,582,1594.22,60,1005.38,6,auto,RENT,0.051,0
29,60616.01,3.9,651,13792.87,12,8359.12,5,education,OWN,0.365,0
46,52610.95,2.4,695,9670.97,36,0.0,8,debt_consolidation,RENT,0.184,0
60,56401.14,7.6,482,37259.39,36,1557.94,8,debt_consolidation,MORTGAGE,0.688,1
23,58010.08,5.6,685,5413.6,12,5902.96,6,education,MORTGAGE,0.195,0
24,65330.58,2.0,777,24657.19,60,6334.29,6,medical,MORTGAGE,0.474,0
27,32341.44,3.6,577,20305.53,24,10094.59,5,small_business,RENT,0.94,1
21,21187.14,6.9,538,35244.94,48,5329.66,1,debt_consolidation,MORTGAGE,1.915,1
34,,3.5,557,7192.99,48,10087.72,3,debt_consolidation,MORTGAGE,0.268,1
63,29033.56,6.1,553,14490.49,24,4318.41,4,debt_consolidation,RENT,0.648,1
30,48526.17,4.6,551,10366.87,12,7804.23,3,small_business,RENT,0.374,1
37,56283.72,2.7,599,20697.33,36,6608.46,5,education,RENT,0.485,1
52,,6.2,576,1000.0,36,9612.87,7,auto,MORTGAGE,0.133,0
36,57985.81,4.2,773,7988.53,24,3612.89,3,education,RENT,0.2,0
38,40631.98,2.1,533,1000.0,48,20725.05,7,debt_consolidation,RENT,0.535,1
39,60961.44,4.4,527,17626.92,48,3857.13,3,auto,MORTGAGE,0.352,1
23,92916.24,5.5,685,16360.42,12,8716.74,4,debt_consolidation,RENT,0.27,0
23,12000.0,0.5,490,19014.11,48,10047.41,4,debt_consolidation,RENT,2.422,1
51,,2.4,652,17799.14,12,0.0,5,debt_consolidation,MORTGAGE,0.353,0
63,92662.62,2.8,616,4704.1,36,8319.67,1,education,MORTGAGE,0.141,0
52,63696.81,3.4,597,13459.59,24,15882.2,2,debt_consolidation,RENT,0.461,1
50,49853.87,10.3,609,12382.21,48,775.31,3,home_improvement,MORTGAGE,0.264,0
37,39987.4,2.2,610,11093.71,36,13195.17,8,auto,RENT,0.607,0
46,59172.54,14.1,741,2869.92,48,6238.77,1,medical,OWN,0.154,0
40,54471.39,7.2,676,10273.57,36,8823.73,5,auto,OWN,0.351,0
59,44282.52,,710,21492.92,24,6950.83,3,debt_consolidation,RENT,0.642,0
35,97662.24,0.8,741,22007.65,24,16323.5,10,home_improvement,RENT,0.392,0
34,63368.39,12.1,689,4592.3,48,2601.93,6,medical,MORTGAGE,0.114,0
57,,16.1,597,16456.56,60,6658.06,9,auto,RENT,1.926,0
61,68066.39,1.8,655,9685.46,24,12090.7,5,debt_consolidation,RENT,0.32,0
48,46962.61,1.1,515,1000.0,12,10085.11,3,auto,RENT,0.236,1
64,58666.56,16.8,650,1000.0,48,1367.71,1,medical,MORTGAGE,0.04,0
58,81702.09,14.0,712,12485.82,36,5087.35,3,debt_consolidation,RENT,0.215,0
25,47681.98,6.1,702,26736.6,12,9148.74,3,auto,OWN,0.753,0
53,45698.14,2.9,660,17277.08,36,6862.56,6,auto,MORTGAGE,0.528,0
53,51048.27,2.1,718,19916.99,36,8264.16,4,auto,RENT,0.552,0
30,66533.82,1.5,563,1000.0,48,12993.62,2,auto,OWN,0.21,1
27,87108.86,,621,25513.52,36,13342.29,2,home_improvement,MORTGAGE,0.446,1
42,48875.39,0.7,667,9502.19,36,9657.99,3,medical,RENT,0.392,0
34,63428.2,4.9,748,19671.63,24,12179.4,2,education,MORTGAGE,0.502,0
25,48570.29,9.0,762,33092.42,48,0.0,5,debt_consolidation,OWN,0.681,0
21,,5.2,571,6930.0,12,4196.04,5,medical,MORTGAGE,0.098,1
59,37078.91,23.9,699,10802.12,12,0.0,2,home_improvement,MORTGAGE,0.291,0
62,69370.25,1.2,687,16164.31,36,288.66,5,debt_consolidation,OWN,0.237,0
55,21401.16,8.3,668,9741.34,24,13438.55,5,debt_consolidation,RENT,1.083,0
53,37478.32,5.8,627,17075.92,48,0.0,4,small_business,OWN,0.456,0
64,70919.5,6.4,549,33768.7,48,18758.69,4,debt_consolidation,MORTGAGE,0.741,1
60,30397.97,0.6,659,24747.46,24,12213.16,3,auto,OWN,1.216,0
24,56735.71,5.1,742,20793.98,24,4271.16,3,auto,RENT,0.442,0
57,20821.16,16.7,736,10446.87,36,1320.46,3,debt_consolidation,OWN,0.565,0
34,77078.46,2.4,519,6963.52,24,5630.89,3,debt_consolidation,RENT,0.163,0
61,81625.36,0.2,747,17213.49,48,2047.46,5,medical,RENT,0.236,0
54,66634.29,1.6,703,20889.37,12,16748.36,6,education,RENT,0.565,0
52,43395.67,0.1,444,18990.58,24,0.0,8,home_improvement,RENT,0.438,1
50,49800.2,3.6,599,14590.48,12,11213.57,5,small_business,OWN,0.518,0
62,27469.68,8.7,523,9321.01,24,16434.31,12,debt_consolidation,RENT,0.938,0
57,93757.16,4.8,542,22885.92,60,11748.04,6,education,RENT,0.369,1
21,59230.45,5.0,686,21293.7,48,9319.3,4,debt_consolidation,MORTGAGE,0.517,0
50,61516.07,1.5,691,22330.2,36,11096.33,2,medical,MORTGAGE,0.543,0
45,30618.34,2.3,826,17656.74,24,5172.04,6,medical,MORTGAGE,0.746,0
57,56935.31,10.8,647,21180.38,48,13456.7,3,medical,RENT,0.608,0
49,,5.6,677,11010.14,12,180.14,3,small_business,OWN,0.161,0
47,69535.91,4.3,656,23718.14,24,8474.42,2,home_improvement,RENT,0.463,1
23,30702.95,0.5,688,30430.99,60,10022.29,2,medical,MORTGAGE,1.318,1
35,47255.71,0.6,611,25939.33,24,0.0,4,education,RENT,0.549,1
34,72030.89,14.2,658,8259.24,12,590.7,9,medical,MORTGAGE,0.123,0
48,12000.0,3.2,714,1000.0,36,17780.75,1,medical,MORTGAGE,1.565,0
42,12000.0,1.1,605,10770.16,12,14906.58,4,medical,OWN,2.14,1
45,64723.69,7.1,727,1000.0,24,21108.86,5,medical,MORTGAGE,0.342,0
39,76901.71,2.0,514,26891.85,24,5509.72,0,debt_consolidation,RENT,0.421,1
33,59957.54,4.5,593,12231.99,12,7246.55,0,home_improvement,MORTGAGE,0.325,1
54,51623.35,0.9,617,9116.91,24,14543.11,6,small_business,OWN,0.458,0
25,,2.9,697,18670.29,24,2839.4,7,small_business,MORTGAGE,0.487,0
30,50832.9,,670,19525.18,36,9081.58,2,home_improvement,OWN,0.563,1
55,61785.9,8.6,724,26012.46,36,120.79,4,debt_consolidation,RENT,0.423,0
57,,19.1,659,10775.42,48,10743.05,6,small_business,MORTGAGE,0.379,0
21,85356.45,3.4,706,6112.47,36,20568.31,2,home_improvement,MORTGAGE,0.313,0
44,74805.03,8.3,652,38090.86,24,12578.37,6,medical,RENT,0.677,1
55,22177.4,17.7,733,27063.66,60,0.0,8,debt_consolidation,RENT,1.22,0
23,37152.34,5.1,737,45583.15,24,3419.46,3,home_improvement,MORTGAGE,1.319,0
55,60831.23,4.5,647,18635.24,48,5852.2,5,home_improvement,OWN,0.403,0
45,60890.53,1.2,674,6831.48,12,11251.36,1,home_improvement,RENT,0.297,0
47,,0.7,674,22816.0,60,9509.9,2,auto,OWN,0.615,0
49,36341.83,5.2,719,30239.93,60,15086.0,2,medical,OWN,1.247,0
35,17551.31,1.1,517,14867.76,24,2177.5,5,auto,MORTGAGE,0.971,1
38,56534.43,2.4,604,1000.0,24,15668.4,2,debt_consolidation,MORTGAGE,0.295,0
60,67809.38,10.9,691,8937.09,36,15967.76,4,auto,OWN,0.367,0
27,96505.52,7.2,721,12679.54,60,0.0,2,auto,MORTGAGE,0.131,0
27,79213.15,2.5,636,24652.69,24,7005.91,4,auto,OWN,0.4,1
34,77630.4,1.9,667,12219.06,48,13779.53,3,debt_consolidation,RENT,0.335,0
43,61653.89,1.0,683,17483.86,60,19911.28,3,small_business,OWN,0.607,0
40,44765.23,1.1,471,1000.0,24,0.0,5,home_improvement,MORTGAGE,0.022,1
23,39849.33,6.0,756,11296.58,48,14030.95,5,education,RENT,0.636,0
50,46885.73,3.7,669,8700.31,12,11033.05,5,debt_consolidation,RENT,0.421,0
47,63890.24,0.3,580,30000.78,12,18390.55,2,medical,RENT,0.757,1
31,49081.64,0.8,458,13719.48,36,2982.83,5,small_business,RENT,0.34,1
64,57089.86,0.9,699,15889.74,48,13891.5,2,debt_consolidation,RENT,0.522,0
24,68729.57,18.7,638,14936.63,36,0.0,6,small_business,MORTGAGE,0.217,0
41,79801.88,3.4,587,14204.4,24,18224.66,5,medical,OWN,0.406,1
21,93920.57,0.9,616,14308.29,36,0.0,5,home_improvement,RENT,0.152,0
62,59176.65,0.4,686,6592.61,36,554.55,4,debt_consolidation,RENT,0.121,0
58,96610.53,0.2,681,7609.56,12,3417.78,2,medical,RENT,0.114,0
36,33519.74,1.0,697,19266.38,48,5679.24,1,debt_consolidation,OWN,0.744,0
25,72879.17,14.1,452,20335.31,24,0.0,3,auto,MORTGAGE,0.279,1
42,14614.35,4.1,676,16348.8,12,15533.91,4,auto,RENT,2.182,0
34,12000.0,,511,12992.37,24,10772.45,3,auto,MORTGAGE,1.98,1
40,44259.67,10.8,612,21024.94,12,12610.64,5,home_improvement,MORTGAGE,0.76,0
53,50491.43,6.4,621,3495.64,24,12140.35,3,debt_consolidation,MORTGAGE,0.31,0
22,62375.25,12.1,643,3807.73,60,7607.28,6,auto,MORTGAGE,0.183,0
38,87914.25,4.8,662,17376.26,24,14780.97,6,debt_consolidation,RENT,0.366,0
42,88689.12,14.2,531,13170.15,24,17024.41,4,home_improvement,MORTGAGE,0.34,1
28,114062.83,15.8,593,1000.0,24,4132.91,2,auto,RENT,0.045,0
48,80658.66,3.9,698,25885.45,36,0.0,6,debt_consolidation,MORTGAGE,0.321,0
60,52633.7,0.6,671,21333.51,48,14413.5,5,small_business,MORTGAGE,0.679,0
25,64955.69,2.8,727,5926.83,12,7040.85,5,auto,MORTGAGE,0.2,0
42,26853.85,0.1,666,36893.73,24,13113.74,2,debt_consolidation,OWN,1.862,0
21,21245.43,4.8,657,12600.48,24,1854.49,1,auto,MORTGAGE,0.68,0
30,68638.38,5.5,619,1666.98,36,3.15,4,debt_consolidation,RENT,0.024,0
47,43916.63,3.9,671,1000.0,48,8271.36,4,home_improvement,MORTGAGE,0.211,0
52,32968.38,5.6,687,9995.13,12,0.0,2,debt_consolidation,RENT,0.303,0
43,65177.78,4.3,634,41811.49,12,10559.78,7,small_business,RENT,0.804,1
55,44159.39,2.4,568,17878.3,36,15051.35,2,auto,OWN,0.746,0
35,41471.09,21.2,710,27869.35,36,12318.66,3,home_improvement,MORTGAGE,0.969,0
45,57656.65,1.2,672,9229.68,48,3685.8,1,small_business,OWN,0.224,0
31,89513.13,2.1,624,20825.58,24,16623.02,7,debt_consolidation,MORTGAGE,0.418,0
55,39877.55,3.0,501,8598.24,60,10708.63,5,auto,MORTGAGE,0.484,1
54,48124.06,2.8,587,7291.89,24,0.0,2,small_business,MORTGAGE,0.152,0
45,41934.13,14.7,642,16776.81,48,10729.55,4,debt_consolidation,RENT,0.656,0
61,78427.29,2.6,709,27785.56,12,503.14,4,debt_consolidation,MORTGAGE,0.361,0
56,12000.0,0.1,779,16382.39,24,14636.56,4,auto,RENT,2.585,0
47,44172.84,0.6,588,21733.76,36,8180.08,6,debt_consolidation,MORTGAGE,0.677,1
39,28571.33,0.6,671,18074.04,12,1132.29,6,auto,MORTGAGE,0.672,0
38,40636.27,0.2,680,23110.86,36,14773.0,5,home_improvement,RENT,0.932,0
35,41850.39,0.2,676,23677.61,36,7502.6,3,debt_consolidation,RENT,0.745,0
44,66535.98,1.6,702,25063.65,48,9570.38,7,medical,MORTGAGE,0.521,0
26,88744.81,2.8,795,6260.94,60,573.8,5,home_improvement,MORTGAGE,0.077,0
51,32828.09,14.8,577,19939.45,36,13886.43,5,debt_consolidation,MORTGAGE,1.03,0
60,52858.59,1.7,710,5134.2,48,7590.78,5,home_improvement,MORTGAGE,0.241,0
44,53988.66,8.1,656,12731.56,12,11951.31,3,medical,MORTGAGE,0.457,0
45,38486.74,1.6,708,14839.2,12,12692.57,3,auto,RENT,0.715,0
28,53132.42,8.2,525,28851.16,48,894.67,4,small_business,MORTGAGE,0.56,1
21,53056.46,2.0,734,21100.69,24,8497.25,4,auto,RENT,0.558,0
28,56615.56,1.3,500,25315.64,12,3796.03,4,home_improvement,MORTGAGE,0.514,1
30,72223.15,7.0,665,10824.47,60,11841.02,3,debt_consolidation,RENT,0.314,0
37,88470.77,3.7,650,27665.7,24,165.97,10,auto,RENT,0.315,0
52,76766.13,4.4,720,13944.84,36,10594.61,4,home_improvement,MORTGAGE,0.32,0
46,58319.14,3.5,646,5885.63,36,2480.55,4,debt_consolidation,MORTGAGE,0.143,0
33,,0.5,762,27289.71,60,14268.0,2,medical,MORTGAGE,0.704,0
64,71589.83,8.0,535,13703.23,36,6997.33,3,medical,MORTGAGE,0.289,0
48,32413.9,3.2,600,15519.27,36,9812.9,4,small_business,OWN,0.782,0
45,89369.61,13.5,679,18132.96,24,13076.96,2,medical,RENT,0.349,0
39,66837.36,11.4,607,8059.79,24,289.47,7,debt_consolidation,RENT,0.125,0
41,36522.62,5.5,686,11248.03,12,11123.63,2,small_business,RENT,0.613,0
60,78214.81,10.1,686,13241.18,12,10761.97,6,debt_consolidation,RENT,0.307,0
64,46336.36,0.1,661,20028.47,24,5384.5,4,home_improvement,MORTGAGE,0.548,1
56,46869.12,0.9,620,1000.0,36,7334.96,3,auto,MORTGAGE,0.178,0
32,58956.28,27.2,723,8334.93,48,2749.23,2,small_business,OWN,0.188,0
52,45135.64,0.7,774,14801.22,12,7569.63,2,debt_consolidation,MORTGAGE,0.496,0
55,96021.75,6.0,548,15329.58,24,2749.45,7,auto,RENT,0.188,1
55,58395.41,11.2,646,15375.76,12,15555.9,6,debt_consolidation,MORTGAGE,0.53,0
45,81941.8,4.6,623,8758.13,24,13135.36,4,small_business,RENT,0.267,0
56,31147.79,3.2,654,15516.16,24,8299.1,3,medical,MORTGAGE,0.765,0
57,,1.1,457,7228.88,36,10708.93,4,debt_consolidation,OWN,0.243,1
23,57505.13,12.1,631,12494.13,12,5986.66,5,debt_consolidation,MORTGAGE,0.321,0
59,34235.28,12.7,683,3941.29,36,6946.57,6,education,MORTGAGE,0.318,0
63,82749.0,0.8,752,22781.15,36,12899.33,1,auto,RENT,0.431,0
23,50483.68,1.7,599,19427.18,36,11519.9,2,debt_consolidation,MORTGAGE,0.613,0
63,62272.61,10.1,671,9169.64,36,9975.5,2,debt_consolidation,RENT,0.307,0
63,41369.78,3.2,497,9850.63,48,13416.46,6,medical,RENT,0.562,0
45,64122.26,2.3,641,23287.34,36,14743.39,7,debt_consolidation,RENT,0.593,0
56,59549.05,7.7,626,1000.0,48,0.0,6,auto,MORTGAGE,0.017,0
46,76012.12,1.8,645,14871.13,24,6535.72,4,education,RENT,0.282,0
49,57981.98,6.4,619,20875.57,36,2628.7,1,auto,MORTGAGE,0.405,0
57,47308.53,4.1,547,9628.54,48,3575.4,5,debt_consolidation,RENT,0.279,0
22,29551.63,1.3,696,17615.11,48,7626.56,2,debt_consolidation,RENT,0.854,0
40,41813.94,0.5,702,18038.51,60,20218.09,4,debt_consolidation,RENT,0.915,0
34,34870.9,3.7,837,10635.41,60,5126.61,8,small_business,RENT,0.452,0
63,16556.03,12.0,850,6502.85,36,11133.78,1,education,RENT,1.065,0
31,60509.95,0.0,639,23042.33,36,0.0,2,auto,RENT,0.381,0
31,18635.79,6.0,534,1915.81,36,6288.87,2,home_improvement,MORTGAGE,0.44,1
49,44874.21,0.7,637,19306.77,48,6866.24,7,debt_consolidation,OWN,0.583,0
54,72953.6,3.2,707,12012.05,36,3342.34,5,home_improvement,MORTGAGE,0.21,0
27,95625.78,4.2,387,23174.0,36,11574.8,3,auto,MORTGAGE,0.363,1
46,55009.8,4.4,589,13447.54,48,10119.9,7,medical,RENT,0.428,0
54,85725.13,1.2,591,15066.15,36,10175.1,6,medical,MORTGAGE,0.294,0
22,48607.35,4.2,582,19574.82,36,7775.06,3,debt_consolidation,MORTGAGE,0.563,1
57,16852.36,1.4,627,1000.0,36,9586.88,5,medical,RENT,0.628,0
63,,4.3,684,16814.22,48,7289.72,2,education,RENT,1.04,0
50,,4.4,667,1995.92,12,15615.12,4,home_improvement,MORTGAGE,0.587,0
29,20320.26,1.2,621,3528.5,36,13378.55,4,small_business,MORTGAGE,0.832,0
64,80287.23,1.5,498,30100.11,36,17079.45,2,debt_consolidation,MORTGAGE,0.588,1
42,53469.28,1.8,722,33370.71,60,9050.93,7,small_business,RENT,0.793,0
43,72150.47,0.6,638,15298.95,48,10110.89,8,home_improvement,MORTGAGE,0.352,0
38,30901.18,2.6,697,22669.57,36,9246.69,3,auto,RENT,1.033,0
61,61162.67,0.7,747,22093.1,48,4565.49,3,auto,OWN,0.436,0
25,64757.04,2.1,658,24821.69,36,4475.41,2,home_improvement,RENT,0.452,0
23,62832.06,9.8,506,12176.44,12,0.0,0,medical,RENT,0.194,1
64,32276.88,13.0,549,11242.43,36,11013.26,6,medical,RENT,0.69,0
48,63625.86,6.7,548,1440.48,36,5562.6,2,small_business,RENT,0.11,1
54,30847.03,2.6,575,27564.19,48,14197.36,4,home_improvement,MORTGAGE,1.354,1
50,81468.48,2.3,704,14711.75,12,13745.11,4,education,RENT,0.349,0
34,87429.23,3.6,637,11724.96,36,14197.98,5,small_business,RENT,0.297,0
59,90142.2,1.6,568,9322.61,24,3953.08,2,auto,MORTGAGE,0.147,1
26,98776.81,0.4,652,19546.0,48,2656.4,4,auto,RENT,0.225,0
38,65992.02,1.2,579,13498.46,24,8514.9,3,debt_consolidation,MORTGAGE,0.334,1
26,49919.97,4.0,699,25930.57,48,7386.59,3,small_business,OWN,0.667,0
30,35297.77,5.3,606,6277.64,36,0.0,4,debt_consolidation,RENT,0.178,0
41,37795.61,5.7,585,21428.13,36,4089.88,2,small_business,RENT,0.675,1
37,74388.27,7.6,748,11163.06,36,428.66,6,debt_consolidation,RENT,0.156,0
49,84744.63,0.3,699,7907.81,36,3180.92,5,debt_consolidation,MORTGAGE,0.131,0
44,69091.74,0.9,570,22813.9,12,10516.08,3,debt_consolidation,OWN,0.482,1
42,55719.94,1.0,674,6027.84,36,3754.53,6,auto,RENT,0.176,0
46,26479.73,7.2,608,4298.8,24,8262.75,6,home_improvement,RENT,0.474,0
26,31056.97,6.4,653,8806.77,36,4726.05,4,medical,MORTGAGE,0.436,0
23,59630.35,11.9,625,23957.61,36,15260.13,8,medical,RENT,0.658,0
24,53604.19,5.6,622,32028.11,12,7535.28,6,home_improvement,RENT,0.738,0
54,22301.91,3.9,640,22540.83,48,11174.69,2,medical,RENT,1.512,0
54,49153.07,0.3,441,25458.07,36,9519.11,5,small_business,OWN,0.712,1
64,50888.87,18.4,826,21139.99,24,3327.86,4,small_business,MORTGAGE,0.481,0
56,60833.42,5.9,629,13641.57,24,14390.62,3,debt_consolidation,MORTGAGE,0.461,0
36,44597.27,11.3,534,19213.37,24,1582.64,4,home_improvement,RENT,0.466,1
58,78930.28,16.8,511,18114.47,12,11993.9,3,small_business,MORTGAGE,0.381,1
40,82495.18,1.0,637,4862.15,12,14959.77,2,home_improvement,MORTGAGE,0.24,0
34,52357.5,3.0,631,19152.27,24,16780.77,3,debt_consolidation,MORTGAGE,0.686,0
27,56379.08,4.4,618,1000.0,48,0.0,4,home_improvement,OWN,0.018,0
24,32809.39,0.6,684,15054.19,36,0.0,3,debt_consolidation,RENT,0.459,0
58,68984.56,13.5,704,19254.74,36,12539.19,2,small_business,RENT,0.461,0
64,40053.54,5.0,638,10114.19,12,16248.66,5,debt_consolidation,RENT,0.658,0
60,49770.71,0.2,606,9952.85,24,9804.76,3,debt_consolidation,RENT,0.397,0
31,33820.89,12.2,548,25766.68,12,829.35,6,small_business,RENT,0.786,1
30,63393.85,4.5,720,12516.76,24,10487.02,3,medical,MORTGAGE,0.363,0
51,54297.79,1.2,637,11009.31,36,9205.47,2,auto,RENT,0.372,0
58,43945.83,5.2,672,32592.4,48,10356.39,3,debt_consolidation,RENT,0.977,0
29,58032.58,2.9,684,18823.19,36,5667.93,3,medical,MORTGAGE,0.422,0
